y_real,y_pred
"tf.Tensor(
[[0. 1. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [0. 0. 1.]
 [0. 1. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [0. 0. 1.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]], shape=(32, 3), dtype=float32)","[[1.4932676e-02 1.0368300e-01 8.8138431e-01]
 [9.9952483e-01 2.0785308e-04 2.6742317e-04]
 [9.9996650e-01 1.4115866e-05 1.9438216e-05]
 [9.9942529e-01 2.1740294e-05 5.5307365e-04]
 [9.9887520e-01 8.2080608e-04 3.0397208e-04]
 [9.9992013e-01 2.8927645e-05 5.0898889e-05]
 [9.9998033e-01 6.4509318e-06 1.3228440e-05]
 [4.4842921e-02 1.5186513e-03 9.5363843e-01]
 [9.9999642e-01 2.7285803e-06 8.5031826e-07]
 [9.9701762e-01 1.8093799e-03 1.1729294e-03]
 [9.8141724e-01 8.8538816e-03 9.7288257e-03]
 [9.9999499e-01 7.5792661e-07 4.3090058e-06]
 [9.9999976e-01 3.6815742e-08 2.7511950e-07]
 [9.9987066e-01 2.6195361e-05 1.0312519e-04]
 [2.6888975e-03 1.7704535e-01 8.2026577e-01]
 [1.1502962e-01 2.2435476e-01 6.6061562e-01]
 [9.9993956e-01 2.6308177e-05 3.4039138e-05]
 [9.9992156e-01 4.2576758e-06 7.4140873e-05]
 [9.9997377e-01 8.9358764e-06 1.7315149e-05]
 [9.9998844e-01 1.8789214e-06 9.6891090e-06]
 [9.9972159e-01 1.6707924e-04 1.1134452e-04]
 [9.9999201e-01 6.7275420e-07 7.2468742e-06]
 [7.3445445e-01 2.2785881e-01 3.7686761e-02]
 [9.9993134e-01 2.9105347e-05 3.9594746e-05]
 [9.9962234e-01 6.5763648e-05 3.1184574e-04]
 [9.9999917e-01 5.8784047e-07 2.8115414e-07]
 [5.9392196e-01 4.2215567e-02 3.6386251e-01]
 [9.9794179e-01 8.3784558e-05 1.9744751e-03]
 [9.9977964e-01 2.0913751e-05 1.9956641e-04]
 [9.9982965e-01 1.0033983e-04 6.9965434e-05]
 [9.9978441e-01 9.7451149e-05 1.1805755e-04]
 [9.9970609e-01 1.1749112e-04 1.7638196e-04]]"
"tf.Tensor(
[[1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [0. 0. 1.]
 [1. 0. 0.]
 [1. 0. 0.]
 [0. 1. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [0. 0. 1.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]], shape=(32, 3), dtype=float32)","[[9.9167293e-01 2.2100175e-03 6.1169588e-03]
 [9.9995542e-01 2.9615874e-05 1.5058099e-05]
 [9.9999940e-01 2.2604866e-07 3.6378643e-07]
 [9.9990380e-01 8.5240077e-05 1.1006344e-05]
 [6.9382466e-02 7.9595131e-01 1.3466620e-01]
 [9.9995983e-01 1.4330517e-05 2.5871626e-05]
 [9.9991405e-01 3.8260914e-05 4.7690191e-05]
 [3.2740203e-01 4.7713029e-01 1.9546768e-01]
 [9.9977034e-01 6.4630949e-05 1.6506217e-04]
 [9.9999189e-01 4.5251079e-07 7.6453598e-06]
 [9.2335790e-02 6.0696471e-01 3.0069950e-01]
 [9.9996948e-01 2.2234250e-05 8.2821944e-06]
 [9.9994349e-01 5.5617878e-05 8.7368704e-07]
 [9.9996603e-01 6.1177575e-06 2.7939970e-05]
 [9.9996495e-01 9.0907233e-06 2.6037920e-05]
 [1.6551673e-01 8.3278018e-01 1.7030792e-03]
 [9.9710172e-01 1.9438035e-03 9.5448334e-04]
 [9.9970788e-01 2.3920642e-04 5.2868429e-05]
 [9.9984622e-01 5.0521314e-05 1.0319940e-04]
 [9.9982989e-01 7.5295844e-05 9.4709576e-05]
 [2.9997742e-01 4.2208728e-01 2.7793527e-01]
 [9.9736917e-01 8.3276907e-05 2.5475309e-03]
 [9.9999678e-01 7.9591530e-07 2.3631969e-06]
 [9.9665928e-01 2.6075242e-03 7.3321868e-04]
 [7.3986277e-02 7.4603683e-03 9.1855341e-01]
 [9.9925655e-01 3.2796621e-04 4.1544301e-04]
 [9.7609794e-01 2.3578981e-02 3.2315397e-04]
 [9.9999964e-01 2.5530715e-08 3.0207116e-07]
 [9.9997854e-01 5.3205708e-06 1.6042084e-05]
 [9.9968791e-01 1.0203688e-04 2.1009370e-04]
 [9.9995625e-01 2.1166032e-05 2.2475391e-05]
 [9.5050085e-01 9.9208709e-03 3.9578337e-02]]"
"tf.Tensor(
[[0. 0. 1.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [0. 0. 1.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [0. 0. 1.]
 [1. 0. 0.]
 [1. 0. 0.]
 [0. 1. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [0. 0. 1.]
 [1. 0. 0.]
 [0. 0. 1.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]], shape=(32, 3), dtype=float32)","[[6.6045570e-05 1.3296910e-04 9.9980098e-01]
 [9.9996233e-01 1.7571982e-05 2.0185185e-05]
 [9.9999905e-01 4.5986258e-08 9.4259866e-07]
 [9.9989080e-01 3.6834823e-05 7.2405150e-05]
 [9.9926895e-01 3.5564252e-04 3.7537230e-04]
 [2.3504737e-04 7.8875310e-04 9.9897623e-01]
 [9.9983954e-01 9.3421935e-05 6.6939952e-05]
 [3.9867908e-01 3.3409229e-01 2.6722854e-01]
 [9.9901497e-01 5.6117552e-04 4.2385006e-04]
 [9.9999690e-01 1.6999506e-06 1.4736546e-06]
 [9.9992836e-01 1.4015168e-05 5.7516962e-05]
 [9.9812418e-01 1.2282126e-03 6.4764079e-04]
 [9.9998057e-01 8.8413954e-06 1.0599470e-05]
 [1.4839894e-01 2.5765318e-01 5.9394783e-01]
 [9.9999762e-01 7.8050959e-07 1.5735588e-06]
 [4.5176890e-01 4.5306230e-01 9.5168851e-02]
 [4.3917685e-03 5.2308482e-01 4.7252342e-01]
 [9.9999976e-01 4.5426184e-08 2.2341708e-07]
 [9.8819566e-01 1.5589152e-04 1.1648510e-02]
 [9.9997520e-01 2.0529135e-06 2.2792819e-05]
 [9.8875999e-01 1.1106505e-02 1.3358083e-04]
 [9.9985552e-01 2.7421445e-05 1.1707389e-04]
 [9.9984992e-01 8.5366693e-05 6.4712025e-05]
 [9.9982965e-01 2.0890739e-05 1.4951531e-04]
 [1.4795313e-04 1.3395401e-03 9.9851245e-01]
 [9.9998367e-01 7.4210413e-07 1.5593907e-05]
 [1.8841599e-03 5.6842174e-02 9.4127363e-01]
 [9.9998903e-01 4.5284708e-07 1.0487637e-05]
 [1.5499876e-01 6.2719733e-02 7.8228152e-01]
 [9.9999785e-01 7.1181098e-08 2.0486652e-06]
 [9.9992716e-01 2.5453181e-05 4.7264755e-05]
 [9.9860424e-01 1.2908899e-03 1.0492243e-04]]"
"tf.Tensor(
[[1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [0. 1. 0.]
 [1. 0. 0.]
 [0. 0. 1.]
 [0. 1. 0.]
 [0. 1. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [0. 0. 1.]
 [1. 0. 0.]
 [0. 1. 0.]], shape=(32, 3), dtype=float32)","[[9.99935865e-01 3.16603255e-05 3.24427638e-05]
 [9.99951482e-01 2.85753686e-06 4.56107155e-05]
 [9.99984980e-01 1.10658621e-05 3.95570669e-06]
 [9.99388218e-01 2.38020293e-04 3.73675779e-04]
 [9.99742687e-01 1.50767999e-04 1.06597261e-04]
 [9.96402144e-01 2.09816790e-04 3.38805583e-03]
 [9.98402297e-01 3.23067943e-04 1.27465068e-03]
 [9.99425769e-01 3.17071128e-04 2.57259555e-04]
 [9.99773443e-01 1.13035218e-04 1.13571172e-04]
 [9.99889255e-01 1.51013528e-05 9.56369186e-05]
 [9.99996781e-01 2.01695502e-06 1.16863407e-06]
 [9.99782741e-01 6.79470031e-05 1.49278916e-04]
 [9.99876618e-01 6.31361545e-05 6.02131804e-05]
 [9.99899983e-01 5.36298212e-05 4.64238510e-05]
 [9.99999642e-01 1.39274519e-07 2.05014928e-07]
 [9.99788225e-01 1.07326989e-04 1.04355466e-04]
 [9.07113075e-01 8.74083862e-02 5.47849294e-03]
 [9.99995351e-01 2.88133629e-06 1.82525343e-06]
 [3.11475366e-01 3.61927524e-02 6.52331829e-01]
 [9.97225404e-01 3.90721514e-04 2.38383492e-03]
 [9.99957800e-01 1.73819299e-05 2.47877979e-05]
 [7.78408081e-04 1.26373976e-01 8.72847676e-01]
 [4.07657266e-01 5.90411127e-01 1.93162973e-03]
 [1.08152407e-03 3.98680776e-01 6.00237668e-01]
 [4.43007972e-04 6.71050744e-03 9.92846549e-01]
 [2.19073649e-02 2.89961576e-01 6.88131034e-01]
 [8.68893564e-01 4.44151321e-03 1.26664847e-01]
 [9.99984384e-01 7.06723677e-06 8.59367992e-06]
 [9.99970794e-01 1.23999534e-05 1.68159004e-05]
 [6.52179480e-01 1.55490711e-01 1.92329839e-01]
 [8.97577479e-02 9.04663861e-01 5.57837496e-03]
 [2.65299645e-03 4.91888195e-01 5.05458832e-01]]"
"tf.Tensor(
[[0. 0. 1.]
 [1. 0. 0.]
 [0. 0. 1.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [0. 1. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [0. 0. 1.]
 [1. 0. 0.]
 [1. 0. 0.]
 [0. 1. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]], shape=(32, 3), dtype=float32)","[[1.5295425e-04 3.1410466e-04 9.9953294e-01]
 [9.9996173e-01 1.0129528e-06 3.7358317e-05]
 [1.2296428e-03 4.5195043e-01 5.4681993e-01]
 [9.9999893e-01 8.0698425e-07 2.2555454e-07]
 [9.9999070e-01 3.0892838e-06 6.1981700e-06]
 [9.9999762e-01 4.0865311e-07 2.0211296e-06]
 [9.9999690e-01 5.1198334e-08 3.1218874e-06]
 [9.9895489e-01 4.9421599e-04 5.5089424e-04]
 [9.9991453e-01 4.0548723e-05 4.4964152e-05]
 [2.9783410e-03 9.7708124e-01 1.9940373e-02]
 [9.9996185e-01 6.3038501e-06 3.1867137e-05]
 [5.9563541e-01 3.6411068e-01 4.0253982e-02]
 [8.9272326e-01 3.4408793e-02 7.2867975e-02]
 [9.9990880e-01 4.6856017e-05 4.4325468e-05]
 [9.9771249e-01 1.8913078e-04 2.0984362e-03]
 [4.5389777e-01 2.9947534e-01 2.4662691e-01]
 [9.9969172e-01 2.4545068e-04 6.2777843e-05]
 [9.8652852e-01 3.2106086e-03 1.0260905e-02]
 [9.0966411e-03 3.6476296e-01 6.2614042e-01]
 [9.9994910e-01 1.3291417e-05 3.7604448e-05]
 [8.6203045e-01 1.7442180e-02 1.2052735e-01]
 [9.9820268e-01 2.1138317e-04 1.5859288e-03]
 [9.9977368e-01 9.2078553e-06 2.1713274e-04]
 [9.9943823e-01 7.3521325e-05 4.8829796e-04]
 [9.9996483e-01 1.1283449e-05 2.3827313e-05]
 [9.8446727e-01 9.4144167e-03 6.1183004e-03]
 [3.8891613e-01 5.3114069e-01 7.9943135e-02]
 [9.9269545e-01 6.1046309e-03 1.1999302e-03]
 [9.9999142e-01 6.3857292e-06 2.1518392e-06]
 [9.9997544e-01 1.1693900e-05 1.2836588e-05]
 [9.9999106e-01 3.7194122e-06 5.2580885e-06]
 [9.9996197e-01 1.7026745e-05 2.0976457e-05]]"
"tf.Tensor(
[[1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]], shape=(32, 3), dtype=float32)","[[7.28151917e-01 2.18896702e-01 5.29512949e-02]
 [9.92922008e-01 4.98115364e-03 2.09680502e-03]
 [9.99488950e-01 7.15571368e-05 4.39442025e-04]
 [9.99999642e-01 2.65658684e-07 1.54732120e-07]
 [9.99475300e-01 2.45853647e-04 2.78916181e-04]
 [9.99958873e-01 3.86035026e-05 2.47919752e-06]
 [9.98791754e-01 7.39460520e-04 4.68720827e-04]
 [9.99990344e-01 8.25715688e-07 8.86843736e-06]
 [9.99998927e-01 5.85931787e-07 4.17611545e-07]
 [9.99998569e-01 8.85417307e-07 6.13921088e-07]
 [9.99996066e-01 1.35605978e-06 2.64971891e-06]
 [9.99924898e-01 1.12385169e-05 6.38599013e-05]
 [9.99998450e-01 4.30056588e-07 1.07271160e-06]
 [9.99992132e-01 3.13153691e-06 4.79159644e-06]
 [9.99839187e-01 8.33164304e-05 7.74906221e-05]
 [9.99961853e-01 9.57392695e-06 2.86015547e-05]
 [9.99985933e-01 3.32550349e-06 1.07677388e-05]
 [9.99999285e-01 1.80983122e-07 5.23804886e-07]
 [9.99768913e-01 1.29588152e-04 1.01505386e-04]
 [9.99949455e-01 4.42900784e-07 5.00809074e-05]
 [5.11254966e-01 3.34411598e-04 4.88410592e-01]
 [9.99958754e-01 1.99652131e-05 2.13726962e-05]
 [9.99792159e-01 6.29994101e-05 1.44866790e-04]
 [9.97835219e-01 1.16075506e-03 1.00409344e-03]
 [9.99460995e-01 4.45662590e-04 9.32327821e-05]
 [9.99996781e-01 8.93991341e-07 2.40752593e-06]
 [9.99751270e-01 1.49375890e-04 9.93365466e-05]
 [9.99998808e-01 4.60597022e-07 7.57239491e-07]
 [9.99715626e-01 1.22873796e-04 1.61508084e-04]
 [9.86461043e-01 8.01763032e-03 5.52128861e-03]
 [9.99999046e-01 2.57730477e-07 7.63249375e-07]
 [9.99887586e-01 9.31642535e-06 1.03151709e-04]]"
"tf.Tensor(
[[0. 0. 1.]
 [1. 0. 0.]
 [0. 0. 1.]
 [1. 0. 0.]
 [1. 0. 0.]
 [0. 1. 0.]
 [1. 0. 0.]
 [0. 1. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [0. 0. 1.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [0. 1. 0.]], shape=(32, 3), dtype=float32)","[[1.58407248e-03 6.80699013e-04 9.97735262e-01]
 [9.99841928e-01 9.41370963e-05 6.38734200e-05]
 [7.23979175e-02 1.57725881e-03 9.26024854e-01]
 [9.99334157e-01 4.43090627e-04 2.22812276e-04]
 [9.99882698e-01 9.74028371e-05 1.98897123e-05]
 [1.42257719e-03 9.44720805e-01 5.38565814e-02]
 [9.99800622e-01 5.02415387e-05 1.49044150e-04]
 [9.06814411e-02 7.70760298e-01 1.38558254e-01]
 [9.99982476e-01 4.42579130e-06 1.30581766e-05]
 [9.99903321e-01 6.57917053e-06 9.00618979e-05]
 [3.58979851e-02 3.48776281e-02 9.29224312e-01]
 [2.31795038e-05 2.25578460e-05 9.99954224e-01]
 [3.50847989e-01 6.08026385e-01 4.11256291e-02]
 [9.99924779e-01 4.08167725e-05 3.44830914e-05]
 [9.99977112e-01 1.76214007e-06 2.10702055e-05]
 [9.99978423e-01 1.12388279e-05 1.03392686e-05]
 [9.99833465e-01 1.02237209e-04 6.41901715e-05]
 [9.89286005e-01 9.85176302e-03 8.62235902e-04]
 [9.99935269e-01 2.70798246e-05 3.76823700e-05]
 [7.84285367e-01 1.61636656e-03 2.14098364e-01]
 [9.99779761e-01 1.05411229e-04 1.14853014e-04]
 [9.99961019e-01 1.44057685e-06 3.75342388e-05]
 [9.99997497e-01 1.12972486e-06 1.48146898e-06]
 [9.99961495e-01 3.51420749e-05 3.32381501e-06]
 [9.99541402e-01 2.47690896e-05 4.33820009e-04]
 [9.99913454e-01 4.52473614e-05 4.12560657e-05]
 [6.22383133e-02 2.81309220e-03 9.34948564e-01]
 [9.99889970e-01 3.28221176e-05 7.72046551e-05]
 [9.99943852e-01 1.50248034e-05 4.10741013e-05]
 [9.62364852e-01 3.44853736e-02 3.14979139e-03]
 [9.99953747e-01 9.56290023e-06 3.66689710e-05]
 [2.76427604e-02 9.64243710e-01 8.11352208e-03]]"
"tf.Tensor(
[[1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [0. 1. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [0. 1. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [0. 0. 1.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [0. 0. 1.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]], shape=(32, 3), dtype=float32)","[[9.99933004e-01 5.71746250e-06 6.12352960e-05]
 [9.99937057e-01 5.66486378e-05 6.27762120e-06]
 [9.08313334e-01 8.92989561e-02 2.38768733e-03]
 [9.99875903e-01 2.81823441e-06 1.21223587e-04]
 [9.84677553e-01 1.56189039e-04 1.51662370e-02]
 [9.99955773e-01 2.22957333e-05 2.19171889e-05]
 [2.17334136e-01 4.17647511e-02 7.40901053e-01]
 [9.97734547e-01 1.42539584e-03 8.40080553e-04]
 [9.99986291e-01 6.08988694e-06 7.61955698e-06]
 [4.78879571e-01 4.10237998e-01 1.10882424e-01]
 [9.99708474e-01 1.37333336e-04 1.54208174e-04]
 [9.99993920e-01 9.41352368e-07 5.08134235e-06]
 [9.89788830e-01 1.00091277e-02 2.01971197e-04]
 [5.39509177e-01 3.87150466e-01 7.33403936e-02]
 [9.93836939e-01 5.83478203e-03 3.28280206e-04]
 [9.99953747e-01 1.64448429e-05 2.97768274e-05]
 [9.99999881e-01 3.10038608e-08 1.75990877e-07]
 [1.84349753e-02 1.75789505e-01 8.05775523e-01]
 [9.99616027e-01 3.73233459e-04 1.06835769e-05]
 [9.99763310e-01 2.30028436e-05 2.13725260e-04]
 [9.99862790e-01 6.66264386e-05 7.05891798e-05]
 [9.99940038e-01 1.77957645e-05 4.21399091e-05]
 [6.56418689e-03 5.36674321e-01 4.56761539e-01]
 [9.99973178e-01 9.81365793e-06 1.70566454e-05]
 [9.99157667e-01 7.74868939e-04 6.74366383e-05]
 [9.10198331e-01 8.35392326e-02 6.26246072e-03]
 [9.97769713e-01 7.21752469e-04 1.50859077e-03]
 [1.73384756e-01 8.15814912e-01 1.08002909e-02]
 [9.99972701e-01 1.38300211e-05 1.34872107e-05]
 [9.99999166e-01 1.26409120e-07 7.67336587e-07]
 [9.99907136e-01 5.52968377e-05 3.75951931e-05]
 [9.61684644e-01 1.74093060e-04 3.81411910e-02]]"
"tf.Tensor(
[[1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [0. 1. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [0. 0. 1.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [0. 1. 0.]
 [1. 0. 0.]
 [0. 1. 0.]
 [1. 0. 0.]
 [1. 0. 0.]], shape=(32, 3), dtype=float32)","[[9.9997401e-01 1.1276398e-05 1.4675979e-05]
 [9.9991024e-01 1.2138687e-05 7.7613651e-05]
 [7.1780759e-01 2.8627501e-03 2.7932969e-01]
 [9.9993479e-01 7.6089264e-06 5.7620327e-05]
 [9.9986148e-01 2.7725429e-07 1.3830363e-04]
 [9.9895167e-01 1.4806185e-04 9.0030010e-04]
 [1.4972678e-01 8.2026798e-01 3.0005239e-02]
 [9.9997413e-01 1.0921917e-05 1.4879951e-05]
 [9.9978477e-01 9.0718910e-05 1.2455627e-04]
 [9.9949849e-01 6.5311338e-05 4.3616720e-04]
 [9.9997890e-01 8.1200342e-06 1.3047101e-05]
 [9.9924040e-01 4.2995234e-04 3.2975388e-04]
 [9.4187856e-01 4.6338808e-02 1.1782620e-02]
 [1.3982487e-04 4.4228879e-04 9.9941790e-01]
 [9.9995100e-01 1.8964995e-05 3.0087516e-05]
 [9.9991500e-01 4.2703898e-05 4.2265558e-05]
 [9.9998403e-01 4.5538982e-06 1.1436942e-05]
 [9.8726523e-01 1.0313098e-03 1.1703465e-02]
 [9.9975687e-01 1.2758203e-04 1.1556519e-04]
 [9.9933040e-01 3.3672055e-04 3.3287637e-04]
 [9.9996483e-01 1.9915501e-06 3.3135511e-05]
 [9.9957794e-01 6.3893043e-05 3.5818983e-04]
 [4.7229182e-02 9.3754530e-01 1.5225534e-02]
 [9.6997637e-01 2.6776075e-02 3.2476073e-03]
 [9.9999464e-01 1.7354536e-06 3.6037670e-06]
 [9.9777681e-01 1.4762732e-04 2.0755520e-03]
 [9.9991465e-01 4.5767898e-05 3.9601182e-05]
 [3.4436949e-02 7.9654045e-02 8.8590902e-01]
 [8.0703032e-01 2.1067224e-03 1.9086295e-01]
 [2.5959567e-03 5.9893157e-02 9.3751085e-01]
 [9.9997866e-01 7.0678898e-06 1.4278865e-05]
 [9.9996948e-01 6.6250277e-06 2.3876262e-05]]"
"tf.Tensor(
[[1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [0. 1. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [0. 0. 1.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]
 [1. 0. 0.]], shape=(32, 3), dtype=float32)","[[9.99954581e-01 3.24204194e-07 4.51163760e-05]
 [9.74159598e-01 2.56131869e-02 2.27258759e-04]
 [9.91515756e-01 6.43086387e-03 2.05334881e-03]
 [9.98148918e-01 5.57049818e-04 1.29401230e-03]
 [2.37456313e-03 9.84461010e-01 1.31643759e-02]
 [9.99978900e-01 4.26691122e-06 1.67631679e-05]
 [9.99771297e-01 1.21253572e-04 1.07526277e-04]
 [9.99997735e-01 4.60063546e-07 1.82862391e-06]
 [9.99862313e-01 5.94913618e-05 7.82261777e-05]
 [9.99974012e-01 5.17237004e-06 2.08216879e-05]
 [9.99827504e-01 2.42886017e-05 1.48135150e-04]
 [9.99725997e-01 1.70697982e-04 1.03312246e-04]
 [9.99065220e-01 3.89880937e-04 5.44909504e-04]
 [2.97646821e-01 6.97425604e-01 4.92759328e-03]
 [9.99273598e-01 4.74253291e-04 2.52216181e-04]
 [9.99998450e-01 2.20666351e-07 1.32434786e-06]
 [9.99936342e-01 3.73676303e-05 2.63165239e-05]
 [9.90966976e-01 8.88758060e-03 1.45463229e-04]
 [9.99873161e-01 7.23842677e-05 5.44766481e-05]
 [6.71045808e-03 6.08458042e-01 3.84831488e-01]
 [9.98634636e-01 1.08615996e-03 2.79209926e-04]
 [9.99959350e-01 9.15352985e-07 3.97209296e-05]
 [9.99819100e-01 2.40153422e-05 1.57006303e-04]
 [9.99879837e-01 5.17387925e-05 6.83852195e-05]
 [9.99935746e-01 5.00399938e-06 5.92999022e-05]
 [9.99932170e-01 2.31485737e-05 4.46758640e-05]
 [9.99693990e-01 1.76711237e-05 2.88423675e-04]
 [9.99748051e-01 2.68233016e-05 2.25084921e-04]
 [9.98980582e-01 7.37969996e-04 2.81449786e-04]
 [9.98834670e-01 2.36458058e-04 9.28840367e-04]
 [9.99955893e-01 2.14582524e-05 2.26674347e-05]
 [9.99365866e-01 2.65485403e-04 3.68723006e-04]]"
